ExternalKbSetting,statsEndpointPath,nvarchar,-1
ExternalKbSetting,timeoutMs,int,0
ExternalKbSetting,updatedAt,datetime2,0
FieldDefinition,caseType,nvarchar,50
FieldDefinition,companyId,nvarchar,450
FieldDefinition,createdAt,datetime2,0
FieldDefinition,displayOrder,int,0
FieldDefinition,fieldKey,nvarchar,100
FieldDefinition,fieldType,nvarchar,50
FieldDefinition,id,nvarchar,450
FieldDefinition,isActive,bit,0
FieldDefinition,isRequired,bit,0
FieldDefinition,label,nvarchar,-1
FieldDefinition,options,nvarchar,-1
FieldDefinition,updatedAt,datetime2,0
ImportJob,companyId,nvarchar,450
ImportJob,completedAt,datetime2,0
ImportJob,createCount,int,0
ImportJob,createdAt,datetime2,0
ImportJob,createdByUserId,nvarchar,450
ImportJob,dataPath,nvarchar,-1
ImportJob,entityCountsJson,nvarchar,-1
ImportJob,errorCount,int,0
ImportJob,fileName,nvarchar,-1
ImportJob,heartbeatAt,datetime2,0
ImportJob,id,nvarchar,450
ImportJob,leaseAt,datetime2,0
ImportJob,leaseTickId,nvarchar,450
ImportJob,rolledBackAt,datetime2,0
ImportJob,rolledBackByUserId,nvarchar,450
ImportJob,skippedCount,int,0
ImportJob,sourceName,nvarchar,-1
ImportJob,sourceType,nvarchar,255
ImportJob,sourceUrlMasked,nvarchar,-1
ImportJob,startedAt,datetime2,0
ImportJob,status,nvarchar,255
ImportJob,summaryJson,nvarchar,-1
ImportJob,targetSchemaVersion,nvarchar,-1
ImportJob,targetType,nvarchar,255
ImportJob,totalRows,int,0
ImportJob,updateCount,int,0
ImportJob,warningCount,int,0
ImportJobRow,accountId,nvarchar,450
ImportJobRow,action,nvarchar,-1
ImportJobRow,afterJson,nvarchar,-1
ImportJobRow,beforeJson,nvarchar,-1
ImportJobRow,createdAt,datetime2,0
ImportJobRow,entityType,nvarchar,255
ImportJobRow,errorsJson,nvarchar,-1
ImportJobRow,id,nvarchar,450
ImportJobRow,importJobId,nvarchar,450
ImportJobRow,matchKey,nvarchar,-1
ImportJobRow,normalizedJson,nvarchar,-1
ImportJobRow,parentRowNumber,int,0
ImportJobRow,rawJson,nvarchar,-1
ImportJobRow,recordId,nvarchar,450
ImportJobRow,relationshipKey,nvarchar,-1
ImportJobRow,rowNumber,int,0
ImportJobRow,status,nvarchar,255
ImportJobRow,updatedAt,datetime2,0
ImportJobRow,warningsJson,nvarchar,-1
KnowledgeSource,companyId,nvarchar,450
KnowledgeSource,contentCount,int,0
KnowledgeSource,createdAt,datetime2,0
KnowledgeSource,description,nvarchar,-1
KnowledgeSource,id,nvarchar,450
KnowledgeSource,isActive,bit,0
KnowledgeSource,lastUpdated,datetime2,0
KnowledgeSource,name,nvarchar,-1
KnowledgeSource,sourceType,nvarchar,50
MetricQueryAudit,durationMs,int,0
MetricQueryAudit,endpoint,nvarchar,255
MetricQueryAudit,filterFingerprint,nvarchar,-1
MetricQueryAudit,formulaVersion,nvarchar,-1
MetricQueryAudit,generatedAt,datetime2,0
MetricQueryAudit,id,nvarchar,450
MetricQueryAudit,recordsScanned,int,0
MetricQueryAudit,responseHash,nvarchar,-1
MetricQueryAudit,scopeFingerprint,nvarchar,255
MetricQueryAudit,scopeKind,nvarchar,255
MetricQueryAudit,userId,nvarchar,450
MetricQueryAudit,userRole,nvarchar,255
NotificationDispatch,attempts,int,0
NotificationDispatch,audienceIdentifier,nvarchar,-1
NotificationDispatch,audienceType,nvarchar,255
NotificationDispatch,caseId,nvarchar,450
NotificationDispatch,channel,nvarchar,50
NotificationDispatch,companyId,nvarchar,450
NotificationDispatch,confirmedAt,datetime2,0
NotificationDispatch,confirmedByUserId,nvarchar,450
NotificationDispatch,createdAt,datetime2,0
NotificationDispatch,deliveryNote,nvarchar,-1
NotificationDispatch,dispatchedAt,datetime2,0
NotificationDispatch,event,nvarchar,100
NotificationDispatch,failureReason,nvarchar,-1
NotificationDispatch,id,nvarchar,450
NotificationDispatch,idempotencyKey,nvarchar,-1
NotificationDispatch,mode,nvarchar,50
NotificationDispatch,ruleId,nvarchar,450
NotificationDispatch,ruleNameSnapshot,nvarchar,-1
NotificationDispatch,snapshotBody,nvarchar,-1
NotificationDispatch,snapshotSubject,nvarchar,-1
NotificationDispatch,state,nvarchar,50
NotificationDispatch,suppressionReason,nvarchar,-1
NotificationDispatch,templateId,nvarchar,450
NotificationDispatch,templateKeySnapshot,nvarchar,-1
NotificationDispatch,templateVersionSnapshot,int,0
NotificationDispatch,updatedAt,datetime2,0
NotificationRule,audience,nvarchar,-1
NotificationRule,channel,nvarchar,50
NotificationRule,companyId,nvarchar,450
NotificationRule,conditions,nvarchar,-1
NotificationRule,createdAt,datetime2,0
NotificationRule,createdByUserId,nvarchar,450
NotificationRule,description,nvarchar,-1
NotificationRule,event,nvarchar,100
NotificationRule,id,nvarchar,450
NotificationRule,isActive,bit,0
NotificationRule,isMatchAll,bit,0
NotificationRule,mode,nvarchar,50
NotificationRule,name,nvarchar,-1
NotificationRule,rateLimitPerHour,int,0
NotificationRule,sortOrder,int,0
NotificationRule,suppressDuplicateWithinMinutes,int,0
NotificationRule,templateId,nvarchar,450
NotificationRule,updatedAt,datetime2,0
NotificationTemplate,bodyTemplate,nvarchar,-1
NotificationTemplate,companyId,nvarchar,450
NotificationTemplate,createdAt,datetime2,0
NotificationTemplate,createdByUserId,nvarchar,450
NotificationTemplate,description,nvarchar,-1
NotificationTemplate,format,nvarchar,-1
NotificationTemplate,id,nvarchar,450
NotificationTemplate,isActive,bit,0
NotificationTemplate,isCustomerFacing,bit,0
NotificationTemplate,key,nvarchar,100
NotificationTemplate,language,nvarchar,-1
NotificationTemplate,name,nvarchar,-1
NotificationTemplate,requiredVariables,nvarchar,-1
NotificationTemplate,subjectTemplate,nvarchar,-1
NotificationTemplate,updatedAt,datetime2,0
NotificationTemplate,version,int,0
OfferedSolutionDef,createdAt,datetime2,0
OfferedSolutionDef,description,nvarchar,-1
OfferedSolutionDef,id,nvarchar,450
OfferedSolutionDef,isActive,bit,0
OfferedSolutionDef,name,nvarchar,-1
OfferedSolutionDef,updatedAt,datetime2,0
Package,code,nvarchar,255
Package,companyId,nvarchar,450
Package,createdAt,datetime2,0
Package,description,nvarchar,-1
Package,id,nvarchar,450
Package,isActive,bit,0
Package,name,nvarchar,-1
Package,sortOrder,int,0
Package,supportLevel,nvarchar,50
Package,updatedAt,datetime2,0
PackageItem,createdAt,datetime2,0
PackageItem,packageId,nvarchar,450
PackageItem,productId,nvarchar,450
PackageItem,sortOrder,int,0
PatternAlert,caseCount,int,0
PatternAlert,caseIds,nvarchar,-1
PatternAlert,category,nvarchar,-1
PatternAlert,companyId,nvarchar,450
PatternAlert,detectedAt,datetime2,0
PatternAlert,dismissedAt,datetime2,0
PatternAlert,dismissedBy,nvarchar,-1
PatternAlert,id,nvarchar,450
PatternAlert,status,nvarchar,50
PatternAlert,windowMinutes,int,0
Person,createdAt,datetime2,0
Person,email,nvarchar,-1
Person,id,nvarchar,450
Person,isActive,bit,0
Person,isTeamLead,bit,0
Person,name,nvarchar,-1
Person,supportLevel,nvarchar,50
Person,teamId,nvarchar,450
Person,updatedAt,datetime2,0
Product,code,nvarchar,255
Product,companyId,nvarchar,450
Product,createdAt,datetime2,0
Product,description,nvarchar,-1
Product,id,nvarchar,450
Product,isActive,bit,0
Product,name,nvarchar,-1
Product,productGroupId,nvarchar,450
Product,sortOrder,int,0
Product,supportLevel,nvarchar,50
Product,updatedAt,datetime2,0
ProductGroup,code,nvarchar,255
ProductGroup,companyId,nvarchar,450
ProductGroup,createdAt,datetime2,0
ProductGroup,description,nvarchar,-1
ProductGroup,id,nvarchar,450
ProductGroup,isActive,bit,0
ProductGroup,name,nvarchar,-1
ProductGroup,sortOrder,int,0
ProductGroup,updatedAt,datetime2,0
QAScoreLog,caseId,nvarchar,450
QAScoreLog,clarity,int,0
QAScoreLog,companyId,nvarchar,450
QAScoreLog,empathy,int,0
QAScoreLog,feedback,nvarchar,-1
QAScoreLog,id,nvarchar,450
QAScoreLog,scoredAt,datetime2,0
QAScoreLog,speed,int,0
ResolutionApprovalPolicy,allowSelfApprove,bit,0
ResolutionApprovalPolicy,approverPersonId,nvarchar,450
ResolutionApprovalPolicy,approverType,nvarchar,50
ResolutionApprovalPolicy,companyId,nvarchar,450
ResolutionApprovalPolicy,createdAt,datetime2,0
ResolutionApprovalPolicy,createdByUserId,nvarchar,450
ResolutionApprovalPolicy,description,nvarchar,-1
ResolutionApprovalPolicy,id,nvarchar,450
ResolutionApprovalPolicy,isActive,bit,0
ResolutionApprovalPolicy,matchScope,nvarchar,-1
